gameweek,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,game_detail,season,league,possession_home,possession_away,shot_on_target_home,shot_on_target_away,saves_home,saves_away
4,Sun,2020-09-20,17:00,Nantes,,2–2,,Saint-Étienne,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/6c304bd5/Nantes-Saint-Etienne-September-20-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>3 of 15 — <strong>20%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
4,Sun,2020-09-20,21:00,Marseille,,1–1,,Lille,,Orange Vélodrome,https://fbref.com/en/matches/f0f694dd/Marseille-Lille-September-20-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>56%</strong></div>,<div><strong>44%</strong></div>,<div>2 of 11 — <strong>18%</strong></div>,<div><strong>50%</strong> — 7 of 14</div>,<div>6 of 7 — <strong>85%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
5,Fri,2020-09-25,21:00,Lille,,2–0,,Nantes,,Stade Pierre-Mauroy,https://fbref.com/en/matches/896d1952/Lille-Nantes-September-25-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>3 of 11 — <strong>27%</strong></div>,<div><strong>50%</strong> — 6 of 12</div>,<div>6 of 6 — <strong>100%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
5,Sat,2020-09-26,17:00,Saint-Étienne,,0–3,,Rennes,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/bd61810c/Saint-Etienne-Rennes-September-26-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>4 of 6 — <strong>67%</strong></div>,<div><strong>60%</strong> — 6 of 10</div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
5,Sat,2020-09-26,21:00,Marseille,,1–1,,Metz,,Orange Vélodrome,https://fbref.com/en/matches/5a5a6c41/Marseille-Metz-September-26-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>3 of 17 — <strong>18%</strong></div>,<div><strong>21%</strong> — 3 of 14</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
5,Sun,2020-09-27,13:00,Bordeaux,,0–0,,Nice,,Stade Matmut-Atlantique,https://fbref.com/en/matches/37c68582/Bordeaux-Nice-September-27-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>5 of 18 — <strong>28%</strong></div>,<div><strong>15%</strong> — 2 of 13</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>100%</strong> — 5 of 5</div>
5,Sun,2020-09-27,15:00,Monaco,,3–2,,Strasbourg,,Stade Louis II.,https://fbref.com/en/matches/6901ecbc/Monaco-Strasbourg-September-27-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>5 of 11 — <strong>45%</strong></div>,<div><strong>50%</strong> — 4 of 8</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>
5,Sun,2020-09-27,15:00,Angers,,3–2,,Brest,,Stade Raymond Kopa,https://fbref.com/en/matches/940f811f/Angers-Brest-September-27-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>4 of 12 — <strong>33%</strong></div>,<div><strong>38%</strong> — 5 of 13</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>
5,Sun,2020-09-27,15:00,Dijon,,2–2,,Montpellier,,Stade Gaston Gérard,https://fbref.com/en/matches/d8bc5e5b/Dijon-Montpellier-September-27-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>39%</strong></div>,<div><strong>61%</strong></div>,<div>5 of 15 — <strong>33%</strong></div>,<div><strong>23%</strong> — 3 of 13</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
5,Sun,2020-09-27,15:00,Nîmes,,1–1,,Lens,,Stade des Costières,https://fbref.com/en/matches/e4a4657c/Nimes-Lens-September-27-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>51%</strong></div>,<div><strong>49%</strong></div>,<div>4 of 13 — <strong>31%</strong></div>,<div><strong>33%</strong> — 5 of 15</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
5,Sun,2020-09-27,17:00,Lorient,,1–1,,Lyon,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/961244d7/Lorient-Lyon-September-27-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>31%</strong></div>,<div><strong>69%</strong></div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>32%</strong> — 6 of 19</div>,<div>5 of 6 — <strong>83%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
5,Sun,2020-09-27,21:00,Reims,,0–2,,Paris S-G,,Stade Auguste-Delaune II,https://fbref.com/en/matches/61cf0b59/Reims-Paris-Saint-Germain-September-27-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>36%</strong></div>,<div><strong>64%</strong></div>,<div>3 of 8 — <strong>38%</strong></div>,<div><strong>33%</strong> — 7 of 21</div>,<div>5 of 7 — <strong>71%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
6,Fri,2020-10-02,21:00,Paris S-G,,6–1,,Angers,,Parc des Princes,https://fbref.com/en/matches/7feb9bf5/Paris-Saint-Germain-Angers-October-2-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>12 of 18 — <strong>67%</strong></div>,<div><strong>25%</strong> — 2 of 8</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>50%</strong> — 6 of 12</div>
6,Sat,2020-10-03,17:00,Lens,,2–0,,Saint-Étienne,,Stade Bollaert-Delelis,https://fbref.com/en/matches/d2f273bc/Lens-Saint-Etienne-October-3-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>66%</strong></div>,<div><strong>34%</strong></div>,<div>4 of 12 — <strong>33%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
6,Sat,2020-10-03,21:00,Nice,,2–1,,Nantes,,Stade de Nice,https://fbref.com/en/matches/7f804f72/Nice-Nantes-October-3-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>73%</strong></div>,<div><strong>27%</strong></div>,<div>8 of 19 — <strong>42%</strong></div>,<div><strong>0%</strong> — 0 of 10</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>75%</strong> — 6 of 8</div>
6,Sun,2020-10-04,13:00,Montpellier,,0–1,,Nîmes,,Stade de la Mosson,https://fbref.com/en/matches/d63bd80e/Montpellier-Nimes-October-4-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>2 of 12 — <strong>17%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
6,Sun,2020-10-04,15:00,Bordeaux,,3–0,,Dijon,,Stade Matmut-Atlantique,https://fbref.com/en/matches/01b4fa54/Bordeaux-Dijon-October-4-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>7 of 17 — <strong>41%</strong></div>,<div><strong>20%</strong> — 1 of 5</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>57%</strong> — 4 of 7</div>
6,Sun,2020-10-04,15:00,Brest,,1–0,,Monaco,,Stade Francis-Le Blé,https://fbref.com/en/matches/020a699d/Brest-Monaco-October-4-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>29%</strong></div>,<div><strong>71%</strong></div>,<div>5 of 7 — <strong>71%</strong></div>,<div><strong>10%</strong> — 2 of 21</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
6,Sun,2020-10-04,15:00,Metz,,3–1,,Lorient,,Stade Saint-Symphorien,https://fbref.com/en/matches/c14d22d4/Metz-Lorient-October-4-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>7 of 15 — <strong>47%</strong></div>,<div><strong>40%</strong> — 4 of 10</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>71%</strong> — 5 of 7</div>
6,Sun,2020-10-04,15:00,Strasbourg,,0–3,,Lille,,Stade de la Meinau,https://fbref.com/en/matches/e42b3f6a/Strasbourg-Lille-October-4-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>2 of 15 — <strong>13%</strong></div>,<div><strong>50%</strong> — 6 of 12</div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
6,Sun,2020-10-04,17:00,Rennes,,2–2,,Reims,,Roazhon Park,https://fbref.com/en/matches/6d85492f/Rennes-Reims-October-4-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>73%</strong></div>,<div><strong>27%</strong></div>,<div>3 of 19 — <strong>16%</strong></div>,<div><strong>44%</strong> — 4 of 9</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
6,Sun,2020-10-04,21:00,Lyon,,1–1,,Marseille,,Groupama Stadium,https://fbref.com/en/matches/bdf0a01e/Choc-des-Olympiques-Lyon-Marseille-October-4-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>68%</strong></div>,<div><strong>32%</strong></div>,<div>2 of 23 — <strong>9%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
7,Fri,2020-10-16,19:00,Dijon,,1–1,,Rennes,,Stade Gaston Gérard,https://fbref.com/en/matches/40fc3205/Dijon-Rennes-October-16-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>40%</strong></div>,<div><strong>60%</strong></div>,<div>4 of 12 — <strong>33%</strong></div>,<div><strong>25%</strong> — 3 of 12</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
7,Fri,2020-10-16,21:00,Nîmes,,0–4,,Paris S-G,,Stade des Costières,https://fbref.com/en/matches/5fe3d8ce/Nimes-Paris-Saint-Germain-October-16-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>25%</strong></div>,<div><strong>75%</strong></div>,<div>2 of 5 — <strong>40%</strong></div>,<div><strong>37%</strong> — 11 of 30</div>,<div>7 of 11 — <strong>63%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
7,Sat,2020-10-17,17:00,Reims,,1–3,,Lorient,,Stade Auguste-Delaune II,https://fbref.com/en/matches/db1bb52f/Reims-Lorient-October-17-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>23%</strong> — 3 of 13</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
7,Sat,2020-10-17,21:00,Marseille,,3–1,,Bordeaux,,Orange Vélodrome,https://fbref.com/en/matches/e28d90ff/Marseille-Bordeaux-October-17-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>56%</strong></div>,<div><strong>44%</strong></div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>50%</strong> — 4 of 8</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
7,Sun,2020-10-18,13:00,Strasbourg,,2–3,,Lyon,,Stade de la Meinau,https://fbref.com/en/matches/fbfe5e73/Strasbourg-Lyon-October-18-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>8 of 19 — <strong>42%</strong></div>,<div><strong>43%</strong> — 6 of 14</div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>75%</strong> — 6 of 8</div>
7,Sun,2020-10-18,15:00,Angers,,1–1,,Metz,,Stade Raymond Kopa,https://fbref.com/en/matches/36193c0a/Angers-Metz-October-18-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>1 of 6 — <strong>17%</strong></div>,<div><strong>43%</strong> — 3 of 7</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
7,Sun,2020-10-18,15:00,Nantes,,3–1,,Brest,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/5c2b565a/Nantes-Brest-October-18-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>40%</strong></div>,<div><strong>60%</strong></div>,<div>8 of 12 — <strong>67%</strong></div>,<div><strong>36%</strong> — 5 of 14</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>62%</strong> — 5 of 8</div>
7,Sun,2020-10-18,15:00,Monaco,,1–1,,Montpellier,,Stade Louis II.,https://fbref.com/en/matches/d9596cec/Monaco-Montpellier-October-18-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>80%</strong></div>,<div><strong>20%</strong></div>,<div>6 of 20 — <strong>30%</strong></div>,<div><strong>67%</strong> — 2 of 3</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>100%</strong> — 6 of 6</div>
7,Sun,2020-10-18,17:00,Saint-Étienne,,1–3,,Nice,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/bf718082/Saint-Etienne-Nice-October-18-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>4 of 11 — <strong>36%</strong></div>,<div><strong>50%</strong> — 5 of 10</div>,<div>2 of 5 — <strong>40%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
7,Sun,2020-10-18,21:00,Lille,,4–0,,Lens,,Stade Pierre-Mauroy,https://fbref.com/en/matches/ec51cba1/Lille-Lens-October-18-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>6 of 16 — <strong>38%</strong></div>,<div><strong>29%</strong> — 2 of 7</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>
8,Fri,2020-10-23,21:00,Rennes,,1–2,,Angers,,Roazhon Park,https://fbref.com/en/matches/3450b7fc/Rennes-Angers-October-23-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>1 of 11 — <strong>9%</strong></div>,<div><strong>40%</strong> — 4 of 10</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>0%</strong> — 0 of 1</div>
8,Sat,2020-10-24,17:00,Lorient,,0–1,,Marseille,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/647d6f74/Lorient-Marseille-October-24-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>36%</strong></div>,<div><strong>64%</strong></div>,<div>3 of 12 — <strong>25%</strong></div>,<div><strong>20%</strong> — 3 of 15</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
8,Sat,2020-10-24,21:00,Paris S-G,,4–0,,Dijon,,Parc des Princes,https://fbref.com/en/matches/685d28aa/Paris-Saint-Germain-Dijon-October-24-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>55%</strong></div>,<div><strong>45%</strong></div>,<div>9 of 20 — <strong>45%</strong></div>,<div><strong>19%</strong> — 3 of 16</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>55%</strong> — 5 of 9</div>
8,Sun,2020-10-25,15:00,Montpellier,,0–4,,Reims,,Stade de la Mosson,https://fbref.com/en/matches/395d1d43/Montpellier-Reims-October-25-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>33%</strong></div>,<div><strong>67%</strong></div>,<div>1 of 5 — <strong>20%</strong></div>,<div><strong>32%</strong> — 7 of 22</div>,<div>5 of 7 — <strong>71%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
8,Sun,2020-10-25,15:00,Brest,,0–3,,Strasbourg,,Stade Francis-Le Blé,https://fbref.com/en/matches/525316b3/Brest-Strasbourg-October-25-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>4 of 14 — <strong>29%</strong></div>,<div><strong>67%</strong> — 4 of 6</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
8,Sun,2020-10-25,15:00,Bordeaux,,2–0,,Nîmes,,Stade Matmut-Atlantique,https://fbref.com/en/matches/72fedf37/Bordeaux-Nimes-October-25-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>5 of 19 — <strong>26%</strong></div>,<div><strong>50%</strong> — 4 of 8</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
8,Sun,2020-10-25,15:00,Metz,,2–0,,Saint-Étienne,,Stade Saint-Symphorien,https://fbref.com/en/matches/e20f9399/Metz-Saint-Etienne-October-25-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>43%</strong></div>,<div><strong>57%</strong></div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>0%</strong> — 0 of 10</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
8,Sun,2020-10-25,17:00,Nice,,1–1,,Lille,,Stade de Nice,https://fbref.com/en/matches/fe7339cb/Nice-Lille-October-25-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>3 of 8 — <strong>38%</strong></div>,<div><strong>33%</strong> — 4 of 12</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
8,Sun,2020-10-25,21:00,Lyon,,4–1,,Monaco,,Groupama Stadium,https://fbref.com/en/matches/4073f54c/Lyon-Monaco-October-25-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>35%</strong></div>,<div><strong>65%</strong></div>,<div>5 of 14 — <strong>36%</strong></div>,<div><strong>24%</strong> — 4 of 17</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>
9,Sat,2020-10-31,17:00,Rennes,,2–1,,Brest,,Roazhon Park,https://fbref.com/en/matches/484e968c/Rennes-Brest-October-31-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>68%</strong></div>,<div><strong>32%</strong></div>,<div>8 of 24 — <strong>33%</strong></div>,<div><strong>44%</strong> — 4 of 9</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>75%</strong> — 6 of 8</div>
9,Sat,2020-10-31,21:00,Nantes,,0–3,,Paris S-G,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/5926e115/Nantes-Paris-Saint-Germain-October-31-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>37%</strong></div>,<div><strong>63%</strong></div>,<div>0 of 5 — <strong>0%</strong></div>,<div><strong>25%</strong> — 3 of 12</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>%</strong> — 0 of 0</div>
9,Sun,2020-11-01,13:00,Saint-Étienne,,0–1,,Montpellier,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/780282ee/Saint-Etienne-Montpellier-November-1-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>0 of 8 — <strong>0%</strong></div>,<div><strong>20%</strong> — 2 of 10</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>%</strong> — 0 of 0</div>
9,Sun,2020-11-01,15:00,Angers,,0–3,,Nice,,Stade Raymond Kopa,https://fbref.com/en/matches/3f3f4cf5/Angers-Nice-November-1-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>5 of 11 — <strong>45%</strong></div>,<div><strong>36%</strong> — 4 of 11</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>100%</strong> — 5 of 5</div>
9,Sun,2020-11-01,15:00,Dijon,,0–0,,Lorient,,Stade Gaston Gérard,https://fbref.com/en/matches/6a968321/Dijon-Lorient-November-1-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>2 of 11 — <strong>18%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
9,Sun,2020-11-01,15:00,Reims,,2–1,,Strasbourg,,Stade Auguste-Delaune II,https://fbref.com/en/matches/791f7224/Reims-Strasbourg-November-1-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>51%</strong></div>,<div><strong>49%</strong></div>,<div>4 of 12 — <strong>33%</strong></div>,<div><strong>14%</strong> — 1 of 7</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
9,Sun,2020-11-01,15:00,Nîmes,,0–1,,Metz,,Stade des Costières,https://fbref.com/en/matches/d3c9822f/Nimes-Metz-November-1-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>67%</strong></div>,<div><strong>33%</strong></div>,<div>2 of 16 — <strong>13%</strong></div>,<div><strong>63%</strong> — 5 of 8</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
9,Sun,2020-11-01,17:00,Monaco,,4–0,,Bordeaux,,Stade Louis II.,https://fbref.com/en/matches/371ae7de/Monaco-Bordeaux-November-1-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>5 of 16 — <strong>31%</strong></div>,<div><strong>0%</strong> — 0 of 5</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>
9,Sun,2020-11-01,21:00,Lille,,1–1,,Lyon,,Stade Pierre-Mauroy,https://fbref.com/en/matches/10d8666c/Lille-Lyon-November-1-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>6 of 15 — <strong>40%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>
10,Fri,2020-11-06,21:00,Strasbourg,,0–1,,Marseille,,Stade de la Meinau,https://fbref.com/en/matches/8491adfc/Strasbourg-Marseille-November-6-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>2 of 9 — <strong>22%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
10,Sat,2020-11-07,17:00,Bordeaux,,0–2,,Montpellier,,Stade Matmut-Atlantique,https://fbref.com/en/matches/0a398d60/Bordeaux-Montpellier-November-7-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>1 of 9 — <strong>11%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
10,Sat,2020-11-07,21:00,Paris S-G,,3–0,,Rennes,,Parc des Princes,https://fbref.com/en/matches/a28dd1b9/Paris-Saint-Germain-Rennes-November-7-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>5 of 9 — <strong>56%</strong></div>,<div><strong>19%</strong> — 3 of 16</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
