gameweek,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,game_detail,season,league,possession_home,possession_away,shot_on_target_home,shot_on_target_away,saves_home,saves_away
9,Sat,2016-10-15,20:00,Guingamp,,1–0,,Lille,,Stade du Roudourou,https://fbref.com/en/matches/dac7346d/Guingamp-Lille-October-15-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>50%</strong></div>,<div><strong>51%</strong></div>,<div>4 of 13 — <strong>31%</strong></div>,<div><strong>21%</strong> — 3 of 14</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
9,Sun,2016-10-16,15:00,Rennes,,1–1,,Bordeaux,,Roazhon Park,https://fbref.com/en/matches/861528ab/Rennes-Bordeaux-October-16-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>4 of 15 — <strong>27%</strong></div>,<div><strong>14%</strong> — 1 of 7</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
9,Sun,2016-10-16,17:00,Saint-Étienne,,1–1,,Dijon,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/27d4971b/Saint-Etienne-Dijon-October-16-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>68%</strong></div>,<div><strong>32%</strong></div>,<div>3 of 17 — <strong>18%</strong></div>,<div><strong>27%</strong> — 3 of 11</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
9,Sun,2016-10-16,20:45,Marseille,,1–0,,Metz,,Orange Vélodrome,https://fbref.com/en/matches/b7f21724/Marseille-Metz-October-16-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>62%</strong></div>,<div><strong>39%</strong></div>,<div>8 of 17 — <strong>47%</strong></div>,<div><strong>9%</strong> — 1 of 11</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>75%</strong> — 6 of 8</div>
10,Fri,2016-10-21,20:45,Monaco,,6–2,,Montpellier,,Stade Louis II.,https://fbref.com/en/matches/9a5f3647/Monaco-Montpellier-October-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>9 of 14 — <strong>64%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>
10,Sat,2016-10-22,17:00,Lyon,,1–3,,Guingamp,,Groupama Stadium,https://fbref.com/en/matches/2989daf1/Lyon-Guingamp-October-22-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>68%</strong></div>,<div><strong>32%</strong></div>,<div>6 of 18 — <strong>33%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>,<div>2 of 5 — <strong>40%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>
10,Sat,2016-10-22,20:00,Nantes,,1–2,,Rennes,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/1724e3a6/Nantes-Rennes-October-22-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>49%</strong></div>,<div><strong>52%</strong></div>,<div>4 of 9 — <strong>44%</strong></div>,<div><strong>43%</strong> — 3 of 7</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
10,Sat,2016-10-22,20:00,Bordeaux,,1–1,,Nancy,,Stade Matmut-Atlantique,https://fbref.com/en/matches/8e2c5e75/Bordeaux-Nancy-October-22-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>2 of 12 — <strong>17%</strong></div>,<div><strong>25%</strong> — 3 of 12</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
10,Sat,2016-10-22,20:00,Angers,,0–0,,Toulouse,,Stade Raymond Kopa,https://fbref.com/en/matches/9bad6474/Angers-Toulouse-October-22-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>48%</strong></div>,<div><strong>52%</strong></div>,<div>3 of 11 — <strong>27%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
10,Sat,2016-10-22,20:00,Lille,,2–1,,Bastia,,Stade Pierre-Mauroy,https://fbref.com/en/matches/9db5ad76/Lille-Bastia-October-22-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>8 of 17 — <strong>47%</strong></div>,<div><strong>20%</strong> — 1 of 5</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>75%</strong> — 6 of 8</div>
10,Sat,2016-10-22,20:00,Dijon,,1–0,,Lorient,,Stade Gaston Gérard,https://fbref.com/en/matches/de2df9d1/Dijon-Lorient-October-22-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>61%</strong></div>,<div><strong>39%</strong></div>,<div>3 of 13 — <strong>23%</strong></div>,<div><strong>33%</strong> — 5 of 15</div>,<div>5 of 5 — <strong>100%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
10,Sun,2016-10-23,15:00,Caen,,0–2,,Saint-Étienne,,Stade Michel d'Ornano,https://fbref.com/en/matches/237d5b61/Caen-Saint-Etienne-October-23-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>43%</strong></div>,<div><strong>57%</strong></div>,<div>1 of 9 — <strong>11%</strong></div>,<div><strong>43%</strong> — 6 of 14</div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
10,Sun,2016-10-23,17:00,Metz,,2–4,,Nice,,Stade Saint-Symphorien,https://fbref.com/en/matches/bed74c4c/Metz-Nice-October-23-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>30%</strong></div>,<div><strong>70%</strong></div>,<div>6 of 9 — <strong>67%</strong></div>,<div><strong>47%</strong> — 8 of 17</div>,<div>4 of 8 — <strong>50%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>
10,Sun,2016-10-23,20:45,Paris S-G,,0–0,,Marseille,,Parc des Princes,https://fbref.com/en/matches/6ef2ad0f/Paris-Saint-Germain-Marseille-October-23-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>70%</strong></div>,<div><strong>30%</strong></div>,<div>3 of 17 — <strong>18%</strong></div>,<div><strong>%</strong> — 0 of 0</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
11,Fri,2016-10-28,20:45,Lille,,0–1,,Paris S-G,,Stade Pierre-Mauroy,https://fbref.com/en/matches/ed4dd1f9/Lille-Paris-Saint-Germain-October-28-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>34%</strong></div>,<div><strong>66%</strong></div>,<div>2 of 10 — <strong>20%</strong></div>,<div><strong>41%</strong> — 7 of 17</div>,<div>6 of 7 — <strong>85%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
11,Sat,2016-10-29,17:00,Toulouse,,1–2,,Lyon,,Stadium Municipal,https://fbref.com/en/matches/f36e8370/Toulouse-Lyon-October-29-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>1 of 12 — <strong>8%</strong></div>,<div><strong>43%</strong> — 3 of 7</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>0%</strong> — 0 of 1</div>
11,Sat,2016-10-29,20:00,Lorient,,2–2,,Montpellier,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/618dedd6/Lorient-Montpellier-October-29-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>3 of 16 — <strong>19%</strong></div>,<div><strong>56%</strong> — 5 of 9</div>,<div>2 of 5 — <strong>40%</strong></div>,<div><strong>0%</strong> — 0 of 3</div>
11,Sat,2016-10-29,20:00,Saint-Étienne,,1–1,,Monaco,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/6f0f4238/Saint-Etienne-Monaco-October-29-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>43%</strong></div>,<div><strong>57%</strong></div>,<div>2 of 8 — <strong>25%</strong></div>,<div><strong>46%</strong> — 6 of 13</div>,<div>5 of 6 — <strong>83%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
11,Sat,2016-10-29,20:00,Nancy,,2–0,,Caen,,Stade Marcel Picot,https://fbref.com/en/matches/7823ea08/Nancy-Caen-October-29-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>42%</strong></div>,<div><strong>58%</strong></div>,<div>3 of 11 — <strong>27%</strong></div>,<div><strong>33%</strong> — 5 of 15</div>,<div>5 of 5 — <strong>100%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
11,Sat,2016-10-29,20:00,Guingamp,,1–0,,Angers,,Stade du Roudourou,https://fbref.com/en/matches/da2e53a6/Guingamp-Angers-October-29-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>5 of 14 — <strong>36%</strong></div>,<div><strong>20%</strong> — 3 of 15</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
11,Sat,2016-10-29,20:00,Bastia,,0–0,,Dijon,,Stade Armand Césari,https://fbref.com/en/matches/ec67187f/Bastia-Dijon-October-29-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>11 of 19 — <strong>58%</strong></div>,<div><strong>25%</strong> — 2 of 8</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>90%</strong> — 10 of 11</div>
11,Sun,2016-10-30,15:00,Nice,,4–1,,Nantes,,Stade de Nice,https://fbref.com/en/matches/9528f648/Nice-Nantes-October-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>7 of 12 — <strong>58%</strong></div>,<div><strong>25%</strong> — 4 of 16</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>42%</strong> — 3 of 7</div>
11,Sun,2016-10-30,17:00,Rennes,,1–0,,Metz,,Roazhon Park,https://fbref.com/en/matches/d39a3651/Rennes-Metz-October-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>56%</strong></div>,<div><strong>44%</strong></div>,<div>4 of 10 — <strong>40%</strong></div>,<div><strong>25%</strong> — 2 of 8</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
11,Sun,2016-10-30,20:45,Marseille,,0–0,,Bordeaux,,Orange Vélodrome,https://fbref.com/en/matches/1be0693b/Marseille-Bordeaux-October-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>3 of 10 — <strong>30%</strong></div>,<div><strong>20%</strong> — 1 of 5</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
12,Fri,2016-11-04,20:45,Montpellier,,3–1,,Marseille,,Stade de la Mosson,https://fbref.com/en/matches/c45ec0cc/Montpellier-Marseille-November-4-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>32%</strong></div>,<div><strong>68%</strong></div>,<div>4 of 13 — <strong>31%</strong></div>,<div><strong>20%</strong> — 2 of 10</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>
12,Sat,2016-11-05,17:00,Monaco,,6–0,,Nancy,,Stade Louis II.,https://fbref.com/en/matches/08278ac4/Monaco-Nancy-November-5-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>8 of 16 — <strong>50%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>37%</strong> — 3 of 8</div>
12,Sat,2016-11-05,20:00,Bordeaux,,2–1,,Lorient,,Stade Matmut-Atlantique,https://fbref.com/en/matches/20cb082d/Bordeaux-Lorient-November-5-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>6 of 12 — <strong>50%</strong></div>,<div><strong>11%</strong> — 1 of 9</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
12,Sat,2016-11-05,20:00,Nantes,,1–1,,Toulouse,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/4db5bad2/Nantes-Toulouse-November-5-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>2 of 14 — <strong>14%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
12,Sat,2016-11-05,20:00,Lyon,,2–1,,Bastia,,Groupama Stadium,https://fbref.com/en/matches/570fb888/Lyon-Bastia-November-5-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>68%</strong></div>,<div><strong>32%</strong></div>,<div>7 of 23 — <strong>30%</strong></div>,<div><strong>40%</strong> — 4 of 10</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>71%</strong> — 5 of 7</div>
12,Sat,2016-11-05,20:00,Angers,,1–0,,Lille,,Stade Raymond Kopa,https://fbref.com/en/matches/cb630308/Angers-Lille-November-5-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>37%</strong></div>,<div><strong>63%</strong></div>,<div>1 of 9 — <strong>11%</strong></div>,<div><strong>17%</strong> — 1 of 6</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>0%</strong> — 0 of 1</div>
12,Sat,2016-11-05,20:00,Dijon,,3–3,,Guingamp,,Stade Gaston Gérard,https://fbref.com/en/matches/f6ba8ff5/Dijon-Guingamp-November-5-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>43%</strong></div>,<div><strong>57%</strong></div>,<div>7 of 13 — <strong>54%</strong></div>,<div><strong>43%</strong> — 6 of 14</div>,<div>2 of 6 — <strong>33%</strong></div>,<div><strong>42%</strong> — 3 of 7</div>
12,Sun,2016-11-06,15:00,Caen,,1–0,,Nice,,Stade Michel d'Ornano,https://fbref.com/en/matches/ea785b85/Caen-Nice-November-6-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>32%</strong></div>,<div><strong>68%</strong></div>,<div>7 of 12 — <strong>58%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>85%</strong> — 6 of 7</div>
12,Sun,2016-11-06,17:00,Metz,,0–0,,Saint-Étienne,,Stade Saint-Symphorien,https://fbref.com/en/matches/bc78566c/Metz-Saint-Etienne-November-6-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>2 of 14 — <strong>14%</strong></div>,<div><strong>25%</strong> — 2 of 8</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
12,Sun,2016-11-06,20:45,Paris S-G,,4–0,,Rennes,,Parc des Princes,https://fbref.com/en/matches/1593e158/Paris-Saint-Germain-Rennes-November-6-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>64%</strong></div>,<div><strong>36%</strong></div>,<div>6 of 19 — <strong>32%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>
13,Fri,2016-11-18,19:00,Lorient,,0–3,,Monaco,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/49db7c24/Lorient-Monaco-November-18-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>3 of 15 — <strong>20%</strong></div>,<div><strong>55%</strong> — 6 of 11</div>,<div>4 of 6 — <strong>66%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
13,Fri,2016-11-18,20:45,Lille,,0–1,,Lyon,,Stade Pierre-Mauroy,https://fbref.com/en/matches/4aa45d6d/Lille-Lyon-November-18-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>37%</strong></div>,<div><strong>64%</strong></div>,<div>3 of 14 — <strong>21%</strong></div>,<div><strong>18%</strong> — 3 of 17</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
13,Sat,2016-11-19,17:00,Paris S-G,,2–0,,Nantes,,Parc des Princes,https://fbref.com/en/matches/e4e2a468/Paris-Saint-Germain-Nantes-November-19-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>70%</strong></div>,<div><strong>30%</strong></div>,<div>5 of 10 — <strong>50%</strong></div>,<div><strong>8%</strong> — 1 of 12</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>
13,Sat,2016-11-19,20:00,Bastia,,1–1,,Montpellier,,Stade Armand Césari,https://fbref.com/en/matches/0456941d/Bastia-Montpellier-November-19-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>3 of 16 — <strong>19%</strong></div>,<div><strong>36%</strong> — 4 of 11</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
13,Sat,2016-11-19,20:00,Rennes,,1–1,,Angers,,Roazhon Park,https://fbref.com/en/matches/2bcf5bfe/Rennes-Angers-November-19-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>2 of 11 — <strong>18%</strong></div>,<div><strong>57%</strong> — 4 of 7</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
13,Sat,2016-11-19,20:00,Nancy,,1–0,,Dijon,,Stade Marcel Picot,https://fbref.com/en/matches/38e3aa57/Nancy-Dijon-November-19-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>5 of 14 — <strong>36%</strong></div>,<div><strong>42%</strong> — 5 of 12</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
13,Sat,2016-11-19,20:00,Toulouse,,1–2,,Metz,,Stadium Municipal,https://fbref.com/en/matches/a6b04828/Toulouse-Metz-November-19-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>57%</strong></div>,<div><strong>44%</strong></div>,<div>4 of 15 — <strong>27%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>,<div>0 of 2 — <strong>0%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
13,Sun,2016-11-20,15:00,Guingamp,,1–1,,Bordeaux,,Stade du Roudourou,https://fbref.com/en/matches/4dd2e799/Guingamp-Bordeaux-November-20-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>56%</strong></div>,<div><strong>44%</strong></div>,<div>4 of 16 — <strong>25%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
13,Sun,2016-11-20,17:00,Marseille,,1–0,,Caen,,Orange Vélodrome,https://fbref.com/en/matches/c535fe1f/Marseille-Caen-November-20-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>64%</strong></div>,<div><strong>36%</strong></div>,<div>1 of 14 — <strong>7%</strong></div>,<div><strong>0%</strong> — 0 of 3</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>0%</strong> — 0 of 1</div>
13,Sun,2016-11-20,20:45,Saint-Étienne,,0–1,,Nice,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/38354874/Saint-Etienne-Nice-November-20-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>35%</strong></div>,<div><strong>65%</strong></div>,<div>1 of 8 — <strong>13%</strong></div>,<div><strong>33%</strong> — 5 of 15</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
14,Fri,2016-11-25,20:45,Rennes,,1–0,,Toulouse,,Roazhon Park,https://fbref.com/en/matches/7cddd057/Rennes-Toulouse-November-25-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>3 of 11 — <strong>27%</strong></div>,<div><strong>25%</strong> — 3 of 12</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
14,Sat,2016-11-26,17:10,Monaco,,4–0,,Marseille,,Stade Louis II.,https://fbref.com/en/matches/42f2f26c/Monaco-Marseille-November-26-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>9 of 16 — <strong>56%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>44%</strong> — 4 of 9</div>
14,Sat,2016-11-26,20:00,Montpellier,,0–0,,Nancy,,Stade de la Mosson,https://fbref.com/en/matches/1dc1442d/Montpellier-Nancy-November-26-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>4 of 12 — <strong>33%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
14,Sat,2016-11-26,20:00,Caen,,1–1,,Guingamp,,Stade Michel d'Ornano,https://fbref.com/en/matches/87703fa9/Caen-Guingamp-November-26-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>51%</strong></div>,<div><strong>49%</strong></div>,<div>4 of 19 — <strong>21%</strong></div>,<div><strong>36%</strong> — 4 of 11</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
14,Sat,2016-11-26,20:00,Bordeaux,,3–2,,Dijon,,Stade Matmut-Atlantique,https://fbref.com/en/matches/a42cd3d9/Bordeaux-Dijon-November-26-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>56%</strong></div>,<div><strong>44%</strong></div>,<div>6 of 14 — <strong>43%</strong></div>,<div><strong>70%</strong> — 7 of 10</div>,<div>4 of 7 — <strong>57%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>
14,Sat,2016-11-26,20:00,Metz,,3–3,,Lorient,,Stade Saint-Symphorien,https://fbref.com/en/matches/be667187/Metz-Lorient-November-26-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>6 of 11 — <strong>55%</strong></div>,<div><strong>60%</strong> — 6 of 10</div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>
14,Sat,2016-11-26,20:00,Nantes,,0–0,,Lille,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/ff9ef50f/Nantes-Lille-November-26-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>1 of 8 — <strong>13%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
14,Sun,2016-11-27,15:00,Angers,,1–2,,Saint-Étienne,,Stade Raymond Kopa,https://fbref.com/en/matches/fd613a4e/Angers-Saint-Etienne-November-27-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>6 of 14 — <strong>43%</strong></div>,<div><strong>63%</strong> — 5 of 8</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
14,Sun,2016-11-27,17:00,Nice,,1–1,,Bastia,,Stade de Nice,https://fbref.com/en/matches/35a81875/Nice-Bastia-November-27-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>67%</strong></div>,<div><strong>33%</strong></div>,<div>7 of 12 — <strong>58%</strong></div>,<div><strong>20%</strong> — 2 of 10</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>85%</strong> — 6 of 7</div>
14,Sun,2016-11-27,20:45,Lyon,,1–2,,Paris S-G,,Groupama Stadium,https://fbref.com/en/matches/7291b37c/Lyon-Paris-Saint-Germain-November-27-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>3 of 14 — <strong>21%</strong></div>,<div><strong>45%</strong> — 5 of 11</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
15,Tue,2016-11-29,19:00,Lille,,4–2,,Caen,,Stade Pierre-Mauroy,https://fbref.com/en/matches/7ef03686/Lille-Caen-November-29-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>8 of 19 — <strong>42%</strong></div>,<div><strong>15%</strong> — 2 of 13</div>,<div>0 of 2 — <strong>0%</strong></div>,<div><strong>50%</strong> — 4 of 8</div>
15,Tue,2016-11-29,19:00,Lorient,,2–1,,Rennes,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/ec088b94/Lorient-Rennes-November-29-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>44%</strong></div>,<div><strong>56%</strong></div>,<div>3 of 10 — <strong>30%</strong></div>,<div><strong>53%</strong> — 8 of 15</div>,<div>7 of 8 — <strong>87%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
15,Tue,2016-11-29,21:00,Dijon,,1–1,,Monaco,,Stade Gaston Gérard,https://fbref.com/en/matches/36f83ab5/Dijon-Monaco-November-29-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>2 of 12 — <strong>17%</strong></div>,<div><strong>44%</strong> — 4 of 9</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
15,Wed,2016-11-30,19:00,Nancy,,4–0,,Metz,,Stade Marcel Picot,https://fbref.com/en/matches/589b7512/Nancy-Metz-November-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>7 of 17 — <strong>41%</strong></div>,<div><strong>50%</strong> — 4 of 8</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>42%</strong> — 3 of 7</div>
15,Wed,2016-11-30,19:00,Guingamp,,0–1,,Nice,,Stade du Roudourou,https://fbref.com/en/matches/a316459a/Guingamp-Nice-November-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>5 of 12 — <strong>42%</strong></div>,<div><strong>33%</strong> — 4 of 12</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>100%</strong> — 5 of 5</div>
15,Wed,2016-11-30,19:00,Toulouse,,1–0,,Montpellier,,Stadium Municipal,https://fbref.com/en/matches/bbffb6e6/Toulouse-Montpellier-November-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>18%</strong> — 2 of 11</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
15,Wed,2016-11-30,19:00,Bastia,,1–1,,Bordeaux,,Stade Armand Césari,https://fbref.com/en/matches/d1f647d1/Bastia-Bordeaux-November-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>6 of 13 — <strong>46%</strong></div>,<div><strong>38%</strong> — 3 of 8</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
